CONTENT_LENGTH,WHOIS_UPDATED_DATE,WHOIS_REGDATE,WHOIS_COUNTRY,WHOIS_STATEPRO,SERVER,NUMBER_SPECIAL_CHARACTERS,Type
0.018304,0.991554,0.994376,0.97619,0.154472,0.777311,0.105263,0.0
0.000811,0.434122,0.173228,0.97619,0.154472,0.428571,0.078947,0.0
0.012356,0.074324,0.051744,0.97619,0.154472,0.151261,0.105263,0.0
0.049966,0.439189,0.407199,0.952381,0.878049,0.743697,0.105263,0.0
0.012154,0.537162,0.440945,0.97619,0.495935,0.411765,0.052632,0.0
0.007032,0.722973,0.673791,0.97619,0.154472,0.739496,0.078947,0.0
0.002834,0.998311,0.08324,0.97619,0.154472,0.021008,0.078947,0.0
0.019665,0.581081,0.246344,0.97619,0.154472,0.205882,0.078947,0.0
0.017773,0.452703,0.934758,0.97619,0.617886,0.886555,0.052632,0.0
0.000436,0.682432,0.611924,0.97619,0.154472,0.021008,0.105263,0.0
0.009035,0.22973,0.43982,0.97619,0.154472,0.739496,0.052632,0.0
0.011686,0.344595,0.295838,0.97619,0.065041,0.743697,0.078947,0.0
0.006618,0.016892,0.83802,0.97619,0.658537,0.743697,0.078947,0.0
0.028322,0.29223,0.258718,0.714286,0.471545,0.743697,0.105263,0.0
0.013767,0.712838,0.532058,0.97619,0.154472,0.739496,0.105263,0.0
0.208612,0.616554,0.373453,0.97619,0.617886,0.836134,0.078947,0.0
0.000949,0.608108,0.286839,0.97619,0.154472,0.407563,0.105263,0.0
0.010695,0.163851,0.151856,0.97619,0.065041,0.197479,0.078947,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.078947,0.0
0.011987,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.000519,0.896959,0.172103,0.166667,0.674797,0.063025,0.131579,1.0
0.001018,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.105263,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.105263,1.0
0.000331,0.305743,0.303712,0.97619,0.154472,0.869748,0.131579,1.0
0.006772,0.716216,0.660292,0.97619,0.495935,0.105042,0.105263,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.078947,0.0
0.000828,0.591216,0.541057,0.97619,0.154472,0.054622,0.078947,0.0
0.025856,0.871622,0.106862,0.97619,0.617886,0.428571,0.078947,0.0
0.061208,0.439189,0.407199,0.952381,0.878049,0.743697,0.078947,0.0
0.104837,0.564189,0.392576,0.97619,0.536585,0.021008,0.105263,0.0
0.062069,0.192568,0.293588,0.952381,0.878049,0.021008,0.131579,0.0
0.00083,0.826014,0.544432,0.97619,0.154472,0.021008,0.105263,0.0
0.025038,0.790541,0.854893,0.97619,0.154472,0.739496,0.078947,0.0
0.018304,0.991554,0.994376,0.97619,0.154472,0.777311,0.105263,0.0
0.000531,0.751689,0.527559,0.97619,0.154472,0.063025,0.078947,0.0
0.000499,0.839527,0.032621,0.97619,0.585366,0.516807,0.052632,0.0
0.006031,0.70777,0.775028,0.97619,0.154472,0.462185,0.105263,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.078947,0.0
0.000052,0.675676,0.271091,0.97619,0.154472,0.739496,0.052632,0.0
0.050624,0.765203,0.163105,0.97619,0.512195,0.021008,0.078947,0.0
0.001805,0.376689,0.428571,0.97619,0.617886,0.021008,0.052632,0.0
0.000499,0.616554,0.834646,0.97619,0.154472,0.516807,0.026316,0.0
0.047705,0.778716,0.852643,0.97619,0.585366,0.941176,0.078947,0.0
0.037099,0.722973,0.31721,0.047619,0.609756,0.739496,0.052632,0.0
0.000952,0.608108,0.286839,0.97619,0.154472,0.407563,0.105263,0.0
0.01039,0.984797,0.663667,0.97619,0.154472,0.739496,0.078947,0.0
0.000499,0.518581,0.578178,0.97619,0.886179,0.516807,0.078947,0.0
0.000499,0.768581,0.836895,0.047619,0.609756,0.516807,0.052632,0.0
0.014717,0.944257,0.892013,0.071429,0.056911,0.021008,0.026316,0.0
0.013145,0.660473,0.974128,0.97619,0.227642,0.953782,0.026316,0.0
0.002834,0.998311,0.08324,0.97619,0.154472,0.021008,0.078947,0.0
0.007592,0.724662,0.670416,0.666667,0.780488,0.537815,0.131579,0.0
0.019099,0.368243,0.255343,0.97619,0.227642,0.285714,0.078947,0.0
0.066155,0.795608,0.606299,0.97619,0.227642,0.365546,0.105263,0.0
0.004472,0.574324,0.362205,0.97619,0.154472,0.088235,0.052632,0.0
0.030776,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.02495,0.190541,0.197525,0.97619,0.154472,0.739496,0.105263,0.0
0.000902,0.613176,0.425197,0.97619,0.154472,0.428571,0.078947,0.0
0.012118,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.000339,0.711149,0.942632,0.97619,0.154472,0.130252,0.105263,0.0
0.012009,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.000537,0.819257,0.055118,0.97619,0.065041,0.428571,0.105263,0.0
0.000981,0.464189,0.770304,0.97619,0.154472,0.743697,0.210526,1.0
0.000986,0.466216,0.6009,0.97619,0.154472,0.743697,0.157895,1.0
0.000986,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001018,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.105263,1.0
0.000333,0.305743,0.303712,0.97619,0.154472,0.869748,0.131579,1.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.394765,0.966216,0.91676,0.047619,0.609756,0.109244,0.052632,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.011171,0.964527,0.020247,0.97619,0.154472,0.815126,0.105263,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.000622,0.5,0.431946,0.97619,0.95122,0.021008,0.078947,0.0
0.019819,0.295608,0.751406,0.97619,0.065041,0.743697,0.105263,0.0
0.018828,0.106419,0.167604,0.97619,0.227642,0.810924,0.078947,0.0
0.007527,0.856419,0.821147,0.97619,0.926829,0.47479,0.078947,0.0
0.011508,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.004718,0.219595,0.168729,0.880952,0.04878,0.285714,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.009035,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.02,0.358108,0.256468,0.97619,0.178862,0.021008,0.052632,0.0
0.035516,0.25,0.751406,0.97619,0.682927,0.743697,0.078947,0.0
0.014404,0.70777,0.775028,0.97619,0.154472,0.462185,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.012659,0.317568,0.057368,0.97619,0.617886,0.021008,0.052632,0.0
0.019125,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.031045,0.160473,0.188976,0.97619,0.154472,0.995798,0.131579,0.0
0.005275,0.599662,0.808774,0.333333,0.715447,0.743697,0.078947,0.0
0.012339,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.021385,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.030344,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.017496,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.031045,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.031045,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.013939,0.259122,0.224297,0.97619,0.154472,0.021008,0.078947,0.0
0.017496,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.000955,0.608108,0.286839,0.97619,0.154472,0.407563,0.105263,0.0
0.017496,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.001369,0.20777,0.19685,0.97619,0.154472,0.016807,0.105263,0.0
0.002313,0.728041,0.915636,0.97619,0.658537,0.743697,0.105263,0.0
0.017285,0.684122,0.614623,0.97619,0.154472,0.021008,0.105263,0.0
0.00469,0.629054,0.458493,0.97619,0.154472,0.428571,0.131579,0.0
0.137826,0.449324,0.069741,0.97619,0.065041,0.428571,0.131579,0.0
0.000524,0.402027,0.595051,0.166667,0.674797,0.021008,0.052632,0.0
0.021148,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.015476,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.001543,0.390203,0.015748,0.02381,0.081301,0.021008,0.078947,0.0
0.019954,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.004522,0.817568,0.364454,0.97619,0.154472,0.428571,0.052632,0.0
0.015377,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.000664,0.626689,0.526434,0.571429,0.252033,0.109244,0.052632,0.0
0.00231,0.728041,0.915636,0.97619,0.658537,0.743697,0.105263,0.0
0.02263,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.105263,0.0
0.000951,0.422297,0.328459,0.619048,0.772358,0.785714,0.026316,0.0
0.000499,0.734797,0.661417,0.880952,0.04878,0.516807,0.078947,0.0
0.008078,0.496622,0.524184,0.97619,0.585366,0.87395,0.078947,0.0
0.130011,0.819257,0.055118,0.97619,0.065041,0.428571,0.105263,0.0
0.017782,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.015377,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.013103,0.547297,0.637795,0.97619,0.065041,0.142857,0.131579,0.0
0.015377,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.015377,0.160473,0.188976,0.97619,0.154472,0.995798,0.131579,0.0
0.18669,0.201014,0.464567,0.97619,0.243902,0.806723,0.105263,0.0
0.015476,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.018831,0.160473,0.188976,0.97619,0.154472,0.995798,0.105263,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.006326,0.722973,0.689539,0.97619,0.495935,0.945378,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.02263,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.000089,0.930743,0.912261,0.690476,0.707317,0.021008,0.105263,0.0
0.001551,0.346284,0.749156,0.690476,0.707317,0.063025,0.078947,0.0
0.020309,0.967905,0.038245,0.285714,0.130081,0.978992,0.052632,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.032922,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.050827,0.322635,0.335208,0.166667,0.796748,0.819328,0.105263,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.022052,0.160473,0.188976,0.97619,0.154472,0.995798,0.078947,0.0
0.000981,0.466216,0.59955,0.97619,0.154472,0.743697,0.210526,1.0
0.000986,0.466216,0.6009,0.97619,0.154472,0.743697,0.210526,1.0
0.00099,0.466216,0.6009,0.97619,0.154472,0.743697,0.210526,1.0
0.001027,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001027,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.004645,0.40473,0.474466,0.97619,0.154472,0.021008,0.131579,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.105263,1.0
0.034725,0.677365,0.15748,0.97619,0.154472,0.02521,0.105263,0.0
0.011175,0.119932,0.12036,0.97619,0.154472,0.705882,0.105263,0.0
0.011217,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.019273,0.125,0.143982,0.97619,0.065041,0.991597,0.131579,0.0
0.020305,0.908784,0.440945,0.97619,0.154472,0.021008,0.052632,0.0
0.009583,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.012232,0.744932,0.371204,0.97619,0.154472,0.021008,0.105263,0.0
0.004637,0.013514,0.625422,0.166667,0.674797,0.739496,0.052632,0.0
0.008143,0.613176,0.656918,0.97619,0.178862,0.428571,0.105263,0.0
0.010097,0.543919,0.835771,0.309524,0.03252,0.428571,0.078947,0.0
0.005771,0.483108,0.446569,0.047619,0.764228,0.021008,0.105263,0.0
0.004641,0.836149,0.399325,0.97619,0.154472,0.021008,0.184211,0.0
0.033592,0.733108,0.480315,0.97619,0.617886,0.743697,0.157895,0.0
0.007227,0.119932,0.12036,0.97619,0.154472,0.592437,0.131579,0.0
0.014529,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.007608,0.119932,0.12036,0.97619,0.154472,0.647059,0.105263,0.0
0.000499,0.425676,0.485939,0.97619,0.585366,0.516807,0.105263,0.0
0.017851,0.523649,0.593926,0.97619,0.617886,0.155462,0.078947,0.0
0.000354,0.805743,0.785152,0.97619,0.154472,0.021008,0.105263,0.0
0.006668,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.000952,0.753378,0.748031,0.047619,0.910569,0.5,0.052632,0.0
0.005253,0.927365,0.851519,0.97619,0.463415,0.739496,0.078947,0.0
0.01439,0.964527,0.020247,0.97619,0.154472,0.815126,0.105263,0.0
0.000958,0.608108,0.286839,0.97619,0.154472,0.407563,0.105263,0.0
0.001615,0.771959,0.697413,0.97619,0.536585,0.239496,0.105263,0.0
0.000499,0.616554,0.834646,0.97619,0.723577,0.516807,0.026316,0.0
0.001622,0.013514,0.625422,0.166667,0.674797,0.739496,0.052632,0.0
0.001707,0.236486,0.257593,0.97619,0.154472,0.819328,0.026316,0.0
0.011169,0.403716,0.382452,0.97619,0.154472,0.844538,0.105263,0.0
0.097463,0.239865,0.949381,0.97619,0.658537,0.529412,0.105263,0.0
0.023473,0.253378,0.097863,0.97619,0.154472,0.021008,0.078947,0.0
0.101643,0.564189,0.392576,0.97619,0.536585,0.021008,0.105263,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.052632,0.0
0.002253,0.329392,0.925759,0.97619,0.926829,0.743697,0.078947,0.0
0.023662,0.623311,0.930259,0.97619,0.617886,0.743697,0.078947,0.0
0.000633,0.003378,0.349831,0.97619,0.845528,0.739496,0.026316,0.0
0.058711,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.002731,0.228041,0.284589,0.97619,0.585366,0.428571,0.105263,0.0
0.018829,0.856419,0.715411,0.97619,0.227642,0.752101,0.105263,0.0
0.010008,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.000958,0.608108,0.286839,0.97619,0.154472,0.407563,0.105263,0.0
0.00099,0.466216,0.6009,0.97619,0.154472,0.743697,0.210526,1.0
0.001032,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.041744,0.530405,0.628796,0.095238,0.138211,0.920168,0.157895,1.0
0.000336,0.305743,0.303712,0.97619,0.154472,0.869748,0.131579,1.0
0.00049,0.123311,0.435321,0.97619,0.154472,0.743697,0.026316,0.0
0.035516,0.25,0.751406,0.97619,0.682927,0.743697,0.078947,0.0
0.100842,0.564189,0.392576,0.97619,0.536585,0.021008,0.078947,0.0
0.043951,0.989865,0.947132,0.97619,0.723577,0.819328,0.105263,0.0
0.000499,0.322635,0.56018,0.357143,0.97561,0.516807,0.078947,0.0
0.030373,0.900338,0.304837,0.97619,0.617886,0.87395,0.131579,0.0
0.011175,0.119932,0.12036,0.97619,0.154472,0.684874,0.105263,0.0
0.008042,0.119932,0.12036,0.97619,0.154472,0.592437,0.105263,0.0
0.001745,0.658784,0.501687,0.97619,0.463415,0.021008,0.105263,0.0
0.010882,0.834459,0.816648,0.97619,0.065041,0.021008,0.105263,0.0
0.016308,0.603041,0.746907,0.97619,0.227642,0.894958,0.052632,0.0
0.012566,0.778716,0.998875,0.690476,0.707317,0.021008,0.078947,0.0
0.013165,0.119932,0.12036,0.97619,0.154472,0.571429,0.105263,0.0
0.000433,0.287162,0.970754,0.97619,0.723577,0.021008,0.052632,0.0
0.000499,0.349662,0.804274,0.97619,0.341463,0.529412,0.078947,0.0
0.037578,0.626689,0.924634,0.5,0.691057,0.021008,0.078947,0.0
0.050215,0.508446,0.47919,0.97619,0.918699,0.021008,0.078947,0.0
0.00002,0.866554,0.863892,0.97619,0.065041,0.021008,0.131579,0.0
0.059572,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.001866,0.131757,0.219348,0.97619,0.154472,0.768908,0.078947,0.0
0.072089,0.900338,0.304837,0.97619,0.617886,0.87395,0.131579,0.0
0.116341,0.483108,0.446569,0.047619,0.764228,0.021008,0.105263,0.0
0.01512,0.875,0.133858,0.357143,0.414634,0.02521,0.131579,0.0
0.005771,0.483108,0.446569,0.047619,0.764228,0.021008,0.105263,0.0
0.035253,0.466216,0.457818,0.333333,0.715447,0.743697,0.105263,0.0
0.000995,0.466216,0.772328,0.97619,0.154472,0.743697,0.210526,1.0
0.001037,0.466216,0.6009,0.97619,0.154472,0.743697,0.157895,1.0
0.001037,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.000992,0.403378,0.887514,0.97619,0.154472,0.789916,0.131579,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.001378,0.853041,0.830146,0.97619,0.065041,0.021008,0.078947,1.0
0.009605,0.241554,0.519685,0.97619,0.227642,0.340336,0.052632,0.0
0.008039,0.170608,0.734533,0.452381,0.349593,0.310924,0.078947,0.0
0.013784,0.873311,0.339708,0.166667,0.146341,0.789916,0.052632,0.0
0.019819,0.27027,0.76153,0.97619,0.065041,0.743697,0.131579,0.0
0.011227,0.949324,0.155231,0.166667,0.674797,0.021008,0.078947,0.0
0.007661,0.636824,0.616423,0.166667,0.756098,0.310924,0.078947,0.0
0.008166,0.449324,0.069741,0.97619,0.065041,0.428571,0.131579,0.0
0.007225,0.119932,0.12036,0.97619,0.154472,0.668067,0.105263,0.0
0.018304,0.991554,0.994376,0.97619,0.154472,0.777311,0.078947,0.0
0.021377,0.814189,0.933633,0.97619,0.065041,0.743697,0.157895,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.131579,0.0
0.002318,0.728041,0.915636,0.97619,0.658537,0.743697,0.105263,0.0
0.011565,0.278716,0.24072,0.97619,0.154472,0.021008,0.105263,0.0
0.007897,0.587838,0.806524,0.97619,0.154472,0.02521,0.105263,0.0
0.000686,0.043919,0.302587,0.97619,0.325203,0.021008,0.052632,0.0
0.01439,0.358108,0.505062,0.97619,0.154472,0.743697,0.105263,0.0
0.004693,0.942568,0.753656,0.047619,0.609756,0.743697,0.078947,0.0
0.000499,0.391892,0.084364,0.97619,0.154472,0.739496,0.105263,0.0
0.036259,0.621622,0.604049,0.952381,0.878049,0.021008,0.078947,0.0
0.00426,0.841216,0.739033,0.97619,0.154472,0.109244,0.078947,0.0
0.029101,0.22973,0.43982,0.97619,0.154472,0.739496,0.078947,0.0
0.042256,0.483108,0.446569,0.047619,0.764228,0.021008,0.105263,0.0
0.014551,0.376689,0.631046,0.97619,0.300813,0.890756,0.052632,0.0
0.016266,0.658784,0.125984,0.5,0,0.142857,0.105263,0.0
0.013506,0.543919,0.694038,0.785714,0.642276,0.142857,0.105263,0.0
0.019419,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.000499,0.241554,0.469066,0.97619,0.154472,0.516807,0.105263,0.0
0.000145,0.859797,0.331834,0.047619,0.609756,0.109244,0.078947,0.0
0.004309,0.496622,0.524184,0.97619,0.585366,0.87395,0.078947,0.0
0.000499,0.168919,0.292463,0.97619,0.154472,0.516807,0.078947,0.0
0.029101,0.22973,0.43982,0.97619,0.154472,0.739496,0.078947,0.0
0.005771,0.483108,0.446569,0.047619,0.764228,0.021008,0.105263,0.0
0.000765,0.935811,0.880765,0.97619,0.723577,0.021008,0.052632,0.0
0.004981,0.241554,0.519685,0.97619,0.227642,0.340336,0.052632,0.0
0.000995,0.466216,0.6009,0.97619,0.154472,0.743697,0.210526,1.0
0.001037,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.002707,0.961149,0.705287,0.97619,0.154472,0.033613,0.157895,1.0
0.003875,0.369932,0.491564,0.97619,0.926829,0.441176,0.131579,1.0
0.011629,0.827703,0.723285,0.97619,0.154472,0.021008,0.131579,1.0
0.000989,0.206081,0.771429,0.97619,0.154472,0.819328,0.131579,1.0
0.000499,0.733108,0.158605,0.97619,0.926829,0.516807,0.078947,0.0
0.018829,0.856419,0.715411,0.97619,0.227642,0.752101,0.105263,0.0
0.005771,0.483108,0.446569,0.047619,0.764228,0.021008,0.105263,0.0
0.002638,0.228041,0.574803,0.97619,0.926829,0.743697,0.105263,0.0
0.000363,0.548986,0.977503,0.97619,0.154472,0.021008,0.078947,0.0
0.008535,0.868243,0.845894,0.97619,0.243902,0.273109,0.078947,0.0
0.006286,0.722973,0.673791,0.97619,0.154472,0.739496,0.105263,0.0
0.009045,0.8125,0.951631,0.357143,0.731707,0.743697,0.078947,0.0
0.017321,0.733108,0.619798,0.97619,0.154472,0.021008,0.052632,0.0
0.151251,0.119932,0.12036,0.97619,0.154472,0.697479,0.105263,0.0
0.000499,0.152027,0.146232,0.97619,0.154472,0.516807,0.052632,0.0
0.02016,0.991554,0.994376,0.97619,0.154472,0.777311,0.078947,0.0
0.030379,0.003378,0.732283,0.97619,0.065041,0.109244,0.105263,0.0
0.142908,0.119932,0.12036,0.97619,0.154472,0.55042,0.105263,0.0
0.036259,0.621622,0.604049,0.952381,0.878049,0.021008,0.105263,0.0
0.000599,0.694257,0.23622,0.97619,0.154472,0.97479,0.105263,0.0
0.017408,0.554054,0.492688,0.97619,0.065041,0.021008,0.078947,0.0
0.010387,0.984797,0.663667,0.97619,0.154472,0.739496,0.105263,0.0
0.008707,0.530405,0.554556,0.97619,0.154472,0.021008,0.184211,0.0
0.000499,0.277027,0.592801,0.97619,0.154472,0.529412,0.078947,0.0
0.168705,0.97973,0.044994,0.166667,0.756098,0.428571,0.105263,0.0
0.059252,0.733108,0.480315,0.97619,0.617886,0.743697,0.131579,0.0
0.000499,0.616554,0.834646,0.97619,0.723577,0.516807,0.052632,0.0
0.000765,0.614865,0.091114,0.357143,0.414634,0.021008,0.052632,0.0
0.031716,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.015801,0.912162,0.389201,0.97619,0.227642,0.928571,0.131579,0.0
0.011065,0.119932,0.12036,0.97619,0.154472,0.588235,0.105263,0.0
0.007418,0.817568,0.710911,0.97619,0.178862,0.542017,0.131579,0.0
0.003875,0.576014,0.517435,0.97619,0.886179,0.092437,0.131579,1.0
0.012659,0.447635,0.793026,0.97619,0.178862,0.848739,0.131579,0.0
0.002982,0.329392,0.925759,0.97619,0.926829,0.743697,0.078947,0.0
0.000514,0.440203,0.383127,0.97619,0.154472,0.021008,0.157895,0.0
0.000976,0.608108,0.286839,0.97619,0.154472,0.407563,0.105263,0.0
0.011175,0.119932,0.12036,0.97619,0.154472,0.718487,0.105263,0.0
0.026584,0.849662,0.244094,0.97619,0.617886,0.743697,0.105263,0.0
0.000499,0.616554,0.834646,0.97619,0.723577,0.516807,0.052632,0.0
0.001032,0.329392,0.925759,0.97619,0.926829,0.743697,0.078947,0.0
0.004183,0.842905,0.394826,0.047619,0.764228,0.369748,0.131579,0.0
0.002327,0.728041,0.915636,0.97619,0.658537,0.743697,0.105263,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.157895,0.0
0.070785,0.5,0.99775,0.166667,0.674797,0.021008,0.131579,0.0
0.142652,0.119932,0.12036,0.97619,0.154472,0.609244,0.105263,0.0
0.012579,0.351351,0.100112,0.97619,0.065041,0.021008,0.052632,0.0
0.000017,0.716216,0.142857,0.97619,0.926829,0.529412,0.078947,0.0
0.000499,0.246622,0.822272,0.97619,0.886179,0.516807,0.105263,0.0
0.017744,0.119932,0.12036,0.97619,0.154472,0.567227,0.105263,0.0
0.017744,0.119932,0.12036,0.97619,0.154472,0.642857,0.105263,0.0
0.068456,0.5,0.99775,0.166667,0.674797,0.021008,0.105263,0.0
0.000521,0.523311,0.631721,0.97619,0.154472,0.021008,0.105263,0.0
0.000531,0.08277,0.048369,0.97619,0.227642,0.063025,0.078947,0.0
0.001038,0.984797,0.663667,0.97619,0.154472,0.739496,0.105263,0.0
0.008057,0.856419,0.715411,0.97619,0.227642,0.752101,0.105263,0.0
0.039776,0.878378,0.536558,0.97619,0.154472,0.344538,0.078947,0.0
0.034389,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.006958,0.45777,0.841395,0.333333,0.715447,0.823529,0.105263,0.0
0.002312,0.728041,0.915636,0.97619,0.658537,0.743697,0.105263,0.0
0.015707,0.001689,0.646794,0.97619,0.617886,0.743697,0.078947,0.0
0.000554,0.594595,0.547807,0.97619,0.178862,0.310924,0.131579,0.0
0.025452,0.805743,0.957255,0.97619,0.154472,0.415966,0.105263,0.0
0.058277,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.01039,0.984797,0.663667,0.97619,0.154472,0.739496,0.105263,0.0
0.014325,0.119932,0.12036,0.97619,0.154472,0.554622,0.105263,0.0
0.000499,0.258446,0.260967,0.166667,0.674797,0.516807,0.078947,0.0
0.000499,0.277027,0.592801,0.97619,0.154472,0.529412,0.078947,0.0
0.003913,0.77027,0.993251,0.97619,0.154472,0.021008,0.131579,1.0
0.000502,0.442568,0.671541,0.97619,0.154472,0.743697,0.078947,0.0
0.015823,0.339527,0.298088,0.97619,0.512195,0.810924,0.105263,0.0
0.010393,0.984797,0.663667,0.97619,0.154472,0.739496,0.105263,0.0
0.006326,0.722973,0.689539,0.97619,0.495935,0.945378,0.105263,0.0
0.001918,0.893581,0.755906,0.97619,0.227642,0.542017,0.078947,0.0
0.009648,0.256757,0.340832,0.97619,0.154472,0.021008,0.131579,0.0
0.001918,0.277027,0.130484,0.97619,0.186992,0.529412,0.131579,0.0
0.013099,0.277027,0.988751,0.97619,0.065041,0.428571,0.105263,0.0
0.000285,0.981419,0.686164,0.97619,0.495935,0.327731,0.052632,0.0
0.007338,0.410473,0.20135,0.97619,0.065041,0.021008,0.052632,0.0
0.000499,0.055743,0.626547,0.97619,0.154472,0.516807,0.078947,0.0
0.000562,0.596284,0.136108,0.97619,0.065041,0.016807,0.078947,0.0
0.011065,0.119932,0.12036,0.97619,0.154472,0.647059,0.157895,0.0
0.004685,0.836149,0.399325,0.97619,0.154472,0.021008,0.157895,0.0
