DIST_REMOTE_TCP_PORT,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,Type
0,0.008567,0.001063,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.069209,0.065421,0.036711,0.0
0.004237,0.004673,0.000181,0.0
0.008475,0.007788,0.000309,0.0
0.011299,0.015576,0.003774,0.0
0.004237,0.080218,0.095874,0.0
0.038136,0.034268,0.006358,0.0
0.004237,0.07243,0.065716,0.0
0.001412,0.021807,0.011208,0.0
0,0.033489,0.021017,0.0
0,0.016355,0.002936,0.0
0.035311,0.03271,0.016348,0.0
0.00565,0.017913,0.001363,0.0
0,0.009346,0.000732,0.0
0,0.010125,0.000868,0.0
0.00565,0.047508,0.038375,0.0
0.008475,0.221184,0.18629,0.0
0.002825,0.017134,0.012907,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.038162,0.032128,1.0
0.00565,0.004673,0.000183,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.007788,0.00063,0.0
0.004237,0.003894,0.000149,0.0
0.008475,0.007788,0.000311,0.0
0.011299,0.007788,0.000308,0.0
0.018362,0.014798,0.000642,0.0
0.002825,0.002336,0.000089,0.0
0.004237,0.003115,0.000118,0.0
0.008475,0.01324,0.000674,0.0
0.004237,0.028816,0.021502,0.0
0,0.001558,0.00006,0.0
0.031073,0.025701,0.006947,0.0
0.022599,0.024143,0.005883,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.034268,0.031867,1.0
0.001412,0.015576,0.001289,1.0
0.001412,0.011682,0.000588,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.008567,0.00073,0.0
0.004237,0.004673,0.000183,0.0
0.004237,0.005452,0.000215,0.0
0.004237,0.005452,0.000212,0.0
0.011299,0.01947,0.00723,0.0
0.00565,0.003894,0.000201,0.0
0.004237,0.005452,0.000206,0.0
0.004237,0.003115,0.000118,0.0
0.00565,0.049065,0.046175,0.0
0.002825,0.01324,0.000667,0.0
0.001412,0.011682,0.000932,0.0
0.049435,0.048287,0.025127,0.0
0.00565,0.023364,0.012417,0.0
0,0.020249,0.001849,0.0
0,0.006231,0.000544,0.0
0.002825,0.017913,0.008242,0.0
0.035311,0.02648,0.008388,0.0
0,0,0,0.0
0.001412,0.045171,0.029763,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.007788,0.001281,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.007062,0.007788,0.000311,0.0
0.011299,0.010125,0.000434,0.0
0.008475,0.006231,0.000239,0.0
0.004237,0.012461,0.000497,0.0
0.008475,0.01324,0.000759,0.0
0.002825,0.016355,0.00131,0.0
0.00565,0.017134,0.001594,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.014798,0.001293,0.0
0,0,0,0.0
0,0,0,0.0
0,0.007009,0.000533,1.0
0.001412,0.028816,0.012747,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.009887,0.025701,0.019246,0.0
0.007062,0.006231,0.00026,0.0
0.009887,0.005452,0.000207,0.0
0.004237,0.002336,0.000088,0.0
0.012712,0.007788,0.000338,0.0
0.016949,1,1,0.0
0.055085,0.037383,0.021256,0.0
0,0.031931,0.010172,0.0
0.012712,0.034268,0.024209,0.0
0,0.028816,0.014938,0.0
0.001412,0.005452,0.000263,0.0
0.002825,0.034268,0.041813,0.0
0.015537,0.01947,0.004466,0.0
0.009887,0.01324,0.003415,0.0
0.053672,0.043614,0.022598,0.0
0.001412,0.01324,0.00077,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.044393,0.032255,1.0
0.016949,0.024922,0.008201,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.024143,0.010821,0.0
0.050847,0.038941,0.02009,0.0
0.004237,0.003115,0.000118,0.0
0.004237,0.003894,0.000149,0.0
0.004237,0.031153,0.017354,0.0
0.004237,0.003115,0.000118,0.0
0.00565,0.003894,0.000149,0.0
0.007062,0.007788,0.000305,0.0
0.038136,0.036604,0.022462,0.0
0.053672,0.052181,0.033808,0.0
0.025424,0.023364,0.006697,0.0
0.073446,0.057632,0.02843,0.0
0.042373,0.034268,0.021128,0.0
0.04096,0.028037,0.009433,0.0
0.055085,0.047508,0.03295,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.007009,0.000581,1.0
0,0.001558,0.00006,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.003894,0.00015,0.0
0.004237,0.003894,0.000149,0.0
0.072034,0.04595,0.012941,0.0
0.007062,0.005452,0.000233,0.0
0.025424,0.021028,0.004945,0.0
0.002825,0.01324,0.00107,0.0
0.018362,0.023364,0.003713,0.0
0.004237,0.010903,0.001213,0.0
0.002825,0.016355,0.00131,0.0
0.00565,0.011682,0.001878,0.0
0.004237,0.034268,0.032032,0.0
0.015537,0.035826,0.010869,0.0
0.018362,0.014019,0.004148,0.0
0.004237,0.014019,0.00097,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.002825,0.010903,0.00075,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.002825,0.003115,0.000119,0.0
0.018362,0.014798,0.000657,0.0
0.007062,0.007788,0.000309,0.0
0.004237,0.003894,0.000149,0.0
0.004237,0.004673,0.000183,0.0
0.00565,0.003894,0.000149,0.0
0.081921,0.050623,0.011436,0.0
0.012712,0.036604,0.009779,0.0
0,0.014798,0.009028,0.0
0,0.014798,0.000851,0.0
0.002825,0.064642,0.061829,0.0
0.011299,0.018692,0.001148,0.0
0,0.028816,0.017102,0.0
0.009887,0.031153,0.011325,0.0
0.036723,0.035047,0.02218,0.0
0.008475,0.017913,0.000992,0.0
0.00565,0.115265,0.113691,0.0
0.00565,0.016355,0.003697,0.0
0,0.050623,0.047219,0.0
0,0.009346,0.002066,0.0
0,0,0,0.0
0.004237,0.011682,0.001261,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.041277,0.032087,1.0
0,0.011682,0.00411,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.003115,0.000118,0.0
0.00565,0.003894,0.000201,0.0
0.00565,0.005452,0.000215,0.0
0.00565,0.007009,0.000326,0.0
0.002825,0.005452,0.000213,0.0
0,0.009346,0.000644,0.0
0.059322,0.049065,0.03068,0.0
0,0.006231,0.000304,0.0
0,0.014019,0.001088,0.0
0.014124,0.01324,0.003228,0.0
0.021186,0.003894,0.000202,0.0
0.05226,0.041277,0.01879,0.0
0.012712,0.017913,0.004208,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.014124,0.01324,0.003847,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.007062,0.004673,0.000198,0.0
0.007062,0.009346,0.000373,0.0
0.004237,0.012461,0.000503,0.0
0.009887,0.010125,0.000432,0.0
0.008475,0.01947,0.002979,0.0
0,0.021028,0.007324,0.0
0.004237,0.018692,0.004325,0.0
0,0.014798,0.00112,0.0
0.004237,0.003894,0.000204,0.0
0.016949,0.024922,0.014483,0.0
0.002825,0.017134,0.007082,0.0
0.012712,0.03972,0.018263,0.0
0,0.010903,0.000643,0.0
0,0.010125,0.001167,0.0
0.001412,0.011682,0.006708,0.0
0.016949,0.018692,0.00373,0.0
0.00565,0.035826,0.014293,0.0
0,0,0,0.0
0,0,0,0.0
0,0.012461,0.00233,0.0
0.016949,0.017913,0.004299,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.005452,0.000317,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.009887,0.007788,0.000311,0.0
0.008475,0.007009,0.000279,0.0
0.008475,0.007009,0.0003,0.0
0.001412,0.003115,0.000121,0.0
0.002825,0.003115,0.000121,0.0
0.011299,0.008567,0.000576,0.0
0.031073,0.031931,0.011446,0.0
0,0.006231,0.000296,0.0
0,0.005452,0.004446,0.0
0.001412,0.027259,0.017308,0.0
0.00565,0.061526,0.083562,0.0
0.045198,0.034268,0.021825,0.0
0,0.042056,0.030339,0.0
0.016949,0.020249,0.003983,0.0
0,0.104361,0.111184,0.0
0,0.004673,0.000238,0.0
0.012712,0.014019,0.003969,0.0
0,0,0,0.0
0,0,0,0.0
0,0.001558,0.00006,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.018692,0.003898,0.0
0.007062,0.017134,0.001226,0.0
0.004237,0.004673,0.000183,0.0
0.004237,0.005452,0.000213,0.0
0.009887,0.007788,0.000311,0.0
0.007062,0.006231,0.000247,0.0
0.004237,0.003115,0.000118,0.0
0.011299,0.007788,0.000359,0.0
0.007062,0.011682,0.000471,0.0
0.004237,0.003894,0.000149,0.0
0.025424,0.028037,0.009087,0.0
0.001412,0.010125,0.000738,0.0
0.007062,0.031153,0.012672,0.0
0.028249,0.027259,0.017945,0.0
0,0,0,0.0
0,0,0,0.0
0,0.010125,0.00096,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.007062,0.014798,0.001071,0.0
0.007062,0.016355,0.001223,0.0
0.011299,0.028816,0.015852,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.017134,0.010195,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.045198,0.03271,0.013616,0.0
0.00565,0.004673,0.000231,0.0
0.004237,0.003115,0.000118,0.0
0.002825,0.005452,0.000217,0.0
0,0.03972,0.025596,0.0
0,0.096573,0.0995,0.0
0.009887,0.01947,0.00144,0.0
0.007062,0.018692,0.008575,0.0
0.007062,0.035826,0.022919,0.0
0.028249,0.034268,0.011635,0.0
0.004237,0.017134,0.001653,0.0
0.018362,0.021807,0.006523,0.0
0.001412,0.006231,0.000358,0.0
0.026836,0.025701,0.012062,0.0
0.014124,0.028037,0.01824,0.0
0.035311,0.169003,0.144996,0.0
0.014124,0.01947,0.007906,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.002825,0.007009,0.000369,0.0
0.002825,0.003115,0.000119,0.0
0.00565,0.007009,0.000277,0.0
0.009887,0.007009,0.000273,0.0
0.002825,0.01324,0.000667,0.0
0.001412,0.012461,0.000927,0.0
0.025424,0.03271,0.006272,0.0
0.008475,0.022586,0.00983,0.0
0.001412,0.018692,0.001516,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.012712,0.020249,0.001473,0.0
0.004237,0.004673,0.000183,0.0
0.015537,0.010903,0.000463,0.0
0.049435,0.042056,0.021458,0.0
0,0.009346,0.000843,0.0
0.011299,0.017913,0.006939,0.0
0.44774,0.344237,0.460177,0.0
0.002825,0.02648,0.016556,0.0
0.009887,0.028816,0.008409,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.014019,0.003545,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.002825,0.003115,0.000119,0.0
0.002825,0.005452,0.000213,0.0
0.001412,0.011682,0.000877,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.01324,0.000971,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.012712,0.024922,0.011283,0.0
0.007062,0.005452,0.00023,0.0
0.004237,0.008567,0.000343,0.0
0.008475,0.007009,0.000279,0.0
0.001412,0.010903,0.000824,0.0
0.008475,0.017134,0.001692,0.0
0.060734,0.046729,0.018212,0.0
0.012712,0.018692,0.002716,0.0
0.012712,0.02648,0.014406,0.0
0,0.014019,0.001113,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.009887,0.017913,0.004479,0.0
0.004237,0.008567,0.000329,0.0
0.00565,0.005452,0.000215,0.0
0.012712,0.021807,0.001765,0.0
0.001412,0.01947,0.007766,0.0
0.05226,0.042835,0.024003,0.0
0.048023,0.035047,0.018303,0.0
0.062147,0.044393,0.033793,0.0
0,0.045171,0.035591,0.0
0,0,0,0.0
0,0,0,0.0
0,0.009346,0.000723,1.0
0,0,0,0.0
0,0,0,0.0
0.008475,0.016355,0.001006,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.002825,0.007788,0.000581,0.0
0,0,0,0.0
0.004237,0.003115,0.000118,0.0
0.004237,0.003115,0.000118,0.0
0.050847,0.038941,0.021322,0.0
0.001412,0.020249,0.008945,0.0
0.011299,0.015576,0.003356,0.0
0.029661,0.023364,0.008196,0.0
0,0.017913,0.009111,0.0
0.021186,0.023364,0.003007,0.0
0.002825,0.025701,0.01458,0.0
0,0,0,0.0
0,0.01324,0.007524,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.011682,0.001007,0.0
0,0,0,0.0
0.048023,0.035047,0.01788,0.0
0.00565,0.007009,0.000273,0.0
0.008475,0.007788,0.000309,0.0
0.007062,0.006231,0.000245,0.0
0.018362,0.009346,0.00036,0.0
0.009887,0.038941,0.027975,0.0
0.015537,0.025701,0.015016,0.0
0,0.009346,0.000762,0.0
0.00565,0.009346,0.000433,0.0
0.015537,0.041277,0.023086,0.0
0.016949,0.021028,0.003616,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.063863,0.051245,0.0
0,0.03972,0.026922,0.0
0.028249,0.027259,0.004223,0.0
0.00565,0.024922,0.015011,0.0
0.004237,0.017913,0.013596,0.0
0.019774,0.021807,0.006296,0.0
0.029661,0.027259,0.006864,0.0
0.019774,0.017913,0.003228,0.0
0.067797,0.059969,0.04048,0.0
0.002825,0.008567,0.000848,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.018362,0.040498,0.019887,0.0
0.019774,0.012461,0.000555,0.0
0.007062,0.006231,0.000242,0.0
0.029661,0.025701,0.005392,0.0
0.002825,0.020249,0.002871,0.0
0.00565,0.021807,0.008671,0.0
0.002825,0.022586,0.009208,0.0
0,0.012461,0.000812,0.0
0,0.079439,0.061264,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.016949,0.02648,0.018429,0.0
0,0,0,0.0
0,0.216511,0.226239,0.0
0.015537,0.014798,0.000616,0.0
0.004237,0.003894,0.000149,0.0
0.008475,0.010903,0.000443,0.0
0.00565,0.028037,0.01631,0.0
0.016949,0.01947,0.012923,0.0
0.008475,0.037383,0.042398,0.0
0.060734,0.046729,0.03819,0.0
0,0,0,0.0
0,0.01324,0.001165,1.0
0,0,0,0.0
0,0.001558,0.00006,0.0
0.004237,0.003894,0.000149,0.0
0.00565,0.004673,0.000233,0.0
0.001412,0.010125,0.000988,0.0
0.001412,0.017913,0.004377,0.0
0,0.007009,0.000329,1.0
0,0,0,0.0
0.004237,0.030374,0.015728,0.0
0.004237,0.004673,0.000181,0.0
0.019774,0.014798,0.003289,0.0
0.025424,0.03271,0.006272,0.0
0,0,0,0.0
0,0,0,0.0
0.00565,0.005452,0.000215,0.0
0,0.044393,0.025844,0.0
0.026836,0.023364,0.011361,0.0
0.007062,0.014798,0.000987,0.0
0,0,0,0.0
0,0,0,0.0
0.007062,0.006231,0.000247,0.0
0.009887,0.011682,0.000481,0.0
0.004237,0.005452,0.000215,0.0
0.009887,0.028037,0.020101,0.0
0,0.023364,0.013338,0.0
0.001412,0.031153,0.011956,0.0
0.028249,0.024143,0.006678,0.0
0,0,0,0.0
0.001412,0.01324,0.001024,0.0
0,0,0,0.0
0.012712,0.014019,0.000559,0.0
0,0.001558,0.00006,0.0
0.008475,0.010903,0.000439,0.0
0.008475,0.007009,0.000279,0.0
0.008475,0.007009,0.000273,0.0
0.049435,0.036604,0.015966,0.0
0.004237,0.031931,0.015288,0.0
0.008475,0.018692,0.008937,0.0
0,0.050623,0.047219,0.0
0,0,0,0.0
0,0,0,0.0
0.007062,0.024143,0.003114,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.006231,0.000245,0.0
0.001412,0.014798,0.00112,0.0
0,0.005452,0.000268,0.0
0,0,0,0.0
0,0,0,0.0
0,0.033489,0.020499,0.0
0,0,0,0.0
0.060734,0.044393,0.011757,0.0
0.025424,0.011682,0.002411,0.0
0.00565,0.005452,0.000213,0.0
0.001412,0.015576,0.006126,0.0
0.014124,0.017913,0.003571,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0.011299,0.05919,0.031606,0.0
0.008475,0.011682,0.003621,0.0
0.002825,0.002336,0.000089,0.0
0.018362,0.049844,0.01462,0.0
0.001412,0.021028,0.005168,0.0
0.002825,0.017913,0.002656,0.0
0,0.015576,0.003428,0.0
0,0.017134,0.014378,0.0
0.004237,0.036604,0.021611,0.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0.004237,0.007009,0.000279,0.0
0.00565,0.004673,0.000183,0.0
0.004237,0.005452,0.000213,0.0
0.008475,0.01947,0.002979,0.0
0,0.004673,0.000234,0.0
0.036723,0.035047,0.013763,0.0
0.002825,0.038162,0.028217,0.0
0,0,0,0.0
0.012712,0.014019,0.002917,0.0
0.001412,0.003894,0.000202,1.0
0,0,0,0.0
0.00565,0.012461,0.00091,0.0
0.004237,0.003894,0.00015,0.0
0.011299,0.01947,0.00723,0.0
0.014124,0.024922,0.005707,0.0
0,0.02648,0.021751,0.0
0,0.012461,0.000812,0.0
0.004237,0.015576,0.001745,0.0
0,0,0,0.0
0,0.021028,0.016119,1.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.024011,0.054517,0.032968,0.0
0.015537,0.010125,0.000434,0.0
0,0.031153,0.01656,1.0
0,0,0,0.0
0.009887,0.007009,0.000273,0.0
0.009887,0.007009,0.000307,0.0
0,0,0,0.0
0,0,0,0.0
0.011299,0.008567,0.000334,0.0
0.012712,0.010125,0.000401,0.0
0,0.014019,0.001256,0.0
0.00565,0.041277,0.025013,0.0
0,0.011682,0.001604,0.0
0,0,0,0.0
0,0,0,0.0
0.031073,0.02648,0.012815,0.0
0.007062,0.007788,0.000321,0.0
0,0.014019,0.00427,0.0
0.008475,0.015576,0.001025,0.0
0.012712,0.016355,0.004642,0.0
0,0,0,0.0
0,0,0,0.0
0.00565,0.010903,0.000439,0.0
0.011299,0.006231,0.000236,0.0
0.004237,0.004673,0.000181,0.0
0,0.038941,0.023665,0.0
0.002825,0.020249,0.008416,0.0
0.004237,0.012461,0.000837,0.0
0.045198,0.08567,0.069472,0.0
0,0,0,0.0
0,0.001558,0.00006,1.0
0.018362,0.005452,0.000213,0.0
0.004237,0.003115,0.000118,0.0
0.004237,0.003894,0.000149,0.0
0.002825,0.003115,0.000119,0.0
0.008475,0.005452,0.00021,0.0
0.004237,0.003115,0.000118,0.0
0.008475,0.041277,0.021883,0.0
0.081921,0.069315,0.053666,0.0
0,0.023364,0.013995,0.0
0,0,0,0.0
0.00565,0.007009,0.000276,0.0
0.004237,0.003115,0.000118,0.0
0.004237,0.018692,0.006978,0.0
0.001412,0.037383,0.03146,0.0
0,0.001558,0.00006,0.0
0,0,0,0.0
0,0.031931,0.020446,0.0
0.004237,0.011682,0.00094,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.014019,0.00082,0.0
0.014124,0.040498,0.023993,0.0
0,0.012461,0.004579,0.0
0,0,0,0.0
0,0,0,0.0
0.001412,0.003115,0.000172,1.0
0.039548,0.035047,0.011712,0.0
0,0.01324,0.001165,1.0
0.001412,0.003115,0.000172,1.0
0,0.002336,0.00009,1.0
0.011299,0.017913,0.003974,0.0
0.001412,0.003115,0.000172,1.0
0.001412,0.003894,0.000202,1.0
0,0,0,0.0
0,0,0,0.0
0.002825,0.017134,0.007998,0.0
0.009887,0.007009,0.000306,0.0
0.004237,0.003894,0.000149,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0.004673,0.000186,1.0
0,0.004673,0.000186,1.0
0,0.036604,0.029163,0.0
0.004237,0.020249,0.005915,0.0
0.045198,0.028816,0.007356,0.0
0,0,0,0.0
0.009887,0.012461,0.0005,0.0
0.004237,0.003894,0.000149,0.0
0.024011,0.035826,0.017876,0.0
0.014124,0.023364,0.006851,0.0
0.004237,0.010903,0.000732,0.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0,0,0.0
0.004237,0.003894,0.00015,0.0
0.007062,0.022586,0.0087,0.0
0.002825,0.018692,0.006521,0.0
0.001412,0.003115,0.000124,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.002336,0.000092,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.002336,0.000092,1.0
0,0.002336,0.000092,1.0
0,0.002336,0.000092,1.0
0,0.002336,0.000092,1.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0.012712,0.021807,0.00158,0.0
0.004237,0.010125,0.000387,0.0
0,0.021028,0.026896,0.0
0,0,0,0.0
0.056497,0.057632,0.039997,0.0
0.012712,0.024922,0.005099,0.0
0.002825,0.002336,0.000089,0.0
0.00565,0.056075,0.04529,0.0
0.072034,0.05919,0.060558,0.0
0,0.065421,0.064026,0.0
0.002825,0.003894,0.000202,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.015537,0.041277,0.023086,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.003894,0.00015,0.0
0.004237,0.003115,0.000118,0.0
0.004237,0.01324,0.000799,0.0
0,0,0,0.0
0,0.020249,0.011308,1.0
0.004237,0.034268,0.013044,0.0
0.014124,0.008567,0.000331,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.007062,0.006231,0.000247,0.0
0.018362,0.017134,0.007115,0.0
0.004237,0.047508,0.033258,0.0
0,0,0,0.0
0.004237,0.003115,0.000118,0.0
0,0,0,0.0
0,0.009346,0.000644,0.0
0.028249,0.02648,0.021579,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0.00565,0.010125,0.000741,0.0
0.001412,0.009346,0.000778,0.0
0.001412,0.01324,0.000573,0.0
0,0,0,0.0
0,0,0,0.0
0.008475,0.007009,0.000289,0.0
0,0,0,0.0
0.002825,0.003115,0.000119,0.0
0.00565,0.008567,0.000341,0.0
0.066384,0.055296,0.030549,0.0
0,0,0,0.0
0.004237,0.014019,0.00106,0.0
0.014124,0.031931,0.013655,0.0
0,0,0,0.0
0,0.029595,0.020933,0.0
0.024011,0.020249,0.00106,0.0
0.008475,0.01947,0.001382,0.0
0,0.017134,0.010495,0.0
0.002825,0.008567,0.00072,0.0
0.004237,0.025701,0.015002,0.0
0,0.060748,0.047236,0.0
0.002825,0.014019,0.00079,0.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0.025424,0.015576,0.000617,0.0
0.002825,0.012461,0.006015,0.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0,0,0,0.0
0.125706,0.122274,0.118911,0.0
0,0.010125,0.000935,0.0
0,0.004673,0.000221,0.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0.05226,0.043614,0.039428,0.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0.009346,0.000726,0.0
0.002825,0.003115,0.000119,0.0
0,0.011682,0.001479,0.0
0.004237,0.005452,0.00021,0.0
0,0.001558,0.00006,1.0
0.004237,0.003115,0.000118,0.0
0.007062,0.006231,0.000247,1.0
0,0.002336,0.00009,1.0
0.001412,0.003115,0.000172,1.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0,0,0.0
0,0,0,0.0
0.004237,0.036604,0.021611,0.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0.009887,0.027259,0.010431,0.0
0.002825,0.014798,0.006988,0.0
0.002825,0.05296,0.066574,0.0
0,0.001558,0.00006,1.0
0,0.001558,0.00006,1.0
0.007062,0.005452,0.000215,0.0
0,0.01324,0.001694,0.0
0,0.001558,0.00006,1.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0.004237,0.014798,0.001222,0.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0.028249,0.025701,0.001544,0.0
0,0,0,0.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0.014124,0.017913,0.003571,0.0
0.001412,0.003894,0.000202,1.0
0.004237,0.017134,0.00218,0.0
0.009887,0.008567,0.000365,0.0
0.004237,0.007009,0.000274,0.0
0,0.001558,0.00006,1.0
0.001412,0.003894,0.000202,1.0
0,0.002336,0.00009,1.0
0.002825,0.020249,0.003962,0.0
0,0.002336,0.00009,1.0
0,0.002336,0.00009,1.0
0,0.001558,0.00006,1.0
0.002825,0.069315,0.064165,0.0
0,0,0,0.0
0.008475,0.021807,0.001475,0.0
