CONTENT_LENGTH,SOURCE_APP_BYTES,WHOIS_UPDATED_DATE,REMOTE_APP_PACKETS,WHOIS_REGDATE,WHOIS_COUNTRY,WHOIS_STATEPRO,Type
0.010695,0,0.163851,0,0.151856,0.97619,0.065041,0.0
0.002802,0,0.373311,0,0.374578,0.97619,0.154472,0.0
0.011987,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.000519,0.000153,0.896959,0.003894,0.172103,0.166667,0.674797,1.0
0.001018,0.001901,0.466216,0.021028,0.59955,0.97619,0.154472,1.0
0.003875,0.003519,0.576014,0.011682,0.517435,0.97619,0.886179,1.0
0.003875,0.003882,0.576014,0.01947,0.517435,0.97619,0.886179,1.0
0.000331,0.000533,0.305743,0.007009,0.303712,0.97619,0.154472,1.0
0.006772,0,0.716216,0,0.660292,0.97619,0.495935,0.0
0.002802,0,0.373311,0,0.374578,0.97619,0.154472,0.0
0.000828,0.009526,0.591216,0.015576,0.541057,0.97619,0.154472,0.0
0.025856,0,0.871622,0,0.106862,0.97619,0.617886,0.0
0.061208,0,0.439189,0,0.407199,0.952381,0.878049,0.0
0.104837,0.007549,0.564189,0.017913,0.392576,0.97619,0.536585,0.0
0.062069,0,0.192568,0,0.293588,0.952381,0.878049,0.0
0.00083,0,0.826014,0,0.544432,0.97619,0.154472,0.0
0.025038,0,0.790541,0,0.854893,0.97619,0.154472,0.0
0.018304,0,0.991554,0,0.994376,0.97619,0.154472,0.0
0.000531,0,0.751689,0,0.527559,0.97619,0.154472,0.0
0.000499,0,0.839527,0,0.032621,0.97619,0.585366,0.0
0.006031,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.002802,0.012513,0.373311,0.035047,0.374578,0.97619,0.154472,0.0
0.000052,0.000273,0.675676,0.007009,0.271091,0.97619,0.154472,0.0
0.050624,0.000491,0.765203,0.012461,0.163105,0.97619,0.512195,0.0
0.001805,0.000118,0.376689,0.003115,0.428571,0.97619,0.617886,0.0
0.000499,0.000262,0.616554,0.006231,0.834646,0.97619,0.154472,0.0
0.047705,0.000149,0.778716,0.003894,0.852643,0.97619,0.585366,0.0
0.037099,0.00047,0.722973,0.007009,0.31721,0.047619,0.609756,0.0
0.000952,0.01909,0.608108,0.03271,0.286839,0.97619,0.154472,0.0
0.01039,0.004717,0.984797,0.024143,0.663667,0.97619,0.154472,0.0
0.000499,0.003176,0.518581,0.018692,0.578178,0.97619,0.886179,0.0
0.000499,0.000488,0.768581,0.010125,0.836895,0.047619,0.609756,0.0
0.014717,0.007738,0.944257,0.016355,0.892013,0.071429,0.056911,0.0
0.013145,0.026655,0.660473,0.059969,0.974128,0.97619,0.227642,0.0
0.002834,0.00359,0.998311,0.021807,0.08324,0.97619,0.154472,0.0
0.007592,0.003909,0.724662,0.015576,0.670416,0.666667,0.780488,0.0
0.019099,0.004256,0.368243,0.015576,0.255343,0.97619,0.227642,0.0
0.066155,0.026233,0.795608,0.041277,0.606299,0.97619,0.227642,0.0
0.004472,0.010003,0.574324,0.018692,0.362205,0.97619,0.154472,0.0
0.030776,0.019741,0.70777,0.031153,0.775028,0.97619,0.154472,0.0
0.02495,0.513884,0.190541,0.33567,0.197525,0.97619,0.154472,0.0
0.000902,0,0.613176,0,0.425197,0.97619,0.154472,0.0
0.012118,0.017319,0.70777,0.03271,0.775028,0.97619,0.154472,0.0
0.000339,0,0.711149,0,0.942632,0.97619,0.154472,0.0
0.012009,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.000537,0,0.819257,0,0.055118,0.97619,0.065041,0.0
0.000981,0.000188,0.464189,0.004673,0.770304,0.97619,0.154472,1.0
0.000986,0.000466,0.466216,0.009346,0.6009,0.97619,0.154472,1.0
0.000986,0.002354,0.466216,0.01947,0.59955,0.97619,0.154472,1.0
0.001018,0.001595,0.466216,0.020249,0.59955,0.97619,0.154472,1.0
0.003875,0.003778,0.576014,0.017913,0.517435,0.97619,0.886179,1.0
0.000333,0.000641,0.305743,0.008567,0.303712,0.97619,0.154472,1.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.394765,0,0.966216,0,0.91676,0.047619,0.609756,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.018831,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.018831,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.011171,0,0.964527,0,0.020247,0.97619,0.154472,0.0
0.018831,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.018831,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.000622,0,0.5,0,0.431946,0.97619,0.95122,0.0
0.019819,0,0.295608,0,0.751406,0.97619,0.065041,0.0
0.018828,0,0.106419,0,0.167604,0.97619,0.227642,0.0
0.007527,0,0.856419,0,0.821147,0.97619,0.926829,0.0
0.011508,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.004718,0,0.219595,0,0.168729,0.880952,0.04878,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.009035,0.01603,0.22973,0.028816,0.43982,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.02,0,0.358108,0,0.256468,0.97619,0.178862,0.0
0.035516,0,0.25,0,0.751406,0.97619,0.682927,0.0
0.014404,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.012659,0,0.317568,0,0.057368,0.97619,0.617886,0.0
0.019125,0.029411,0.160473,0.05296,0.188976,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.031045,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.005275,0.000731,0.599662,0.008567,0.808774,0.333333,0.715447,0.0
0.012339,0.003253,0.160473,0.015576,0.188976,0.97619,0.154472,0.0
0.021385,0.028294,0.160473,0.05296,0.188976,0.97619,0.154472,0.0
0.018831,0.000118,0.160473,0.003115,0.188976,0.97619,0.154472,0.0
0.030344,0.000118,0.160473,0.003115,0.188976,0.97619,0.154472,0.0
0.017496,0.003627,0.160473,0.017134,0.188976,0.97619,0.154472,0.0
0.031045,0.000089,0.160473,0.002336,0.188976,0.97619,0.154472,0.0
0.031045,0.000213,0.160473,0.005452,0.188976,0.97619,0.154472,0.0
0.013939,0.000648,0.259122,0.014019,0.224297,0.97619,0.154472,0.0
0.017496,0.000341,0.160473,0.008567,0.188976,0.97619,0.154472,0.0
0.018831,0.000119,0.160473,0.003115,0.188976,0.97619,0.154472,0.0
0.000955,0.000149,0.608108,0.003894,0.286839,0.97619,0.154472,0.0
0.017496,0.0005,0.160473,0.012461,0.188976,0.97619,0.154472,0.0
0.001369,0.000212,0.20777,0.005452,0.19685,0.97619,0.154472,0.0
0.002313,0.00037,0.728041,0.009346,0.915636,0.97619,0.658537,0.0
0.017285,0.00015,0.684122,0.003894,0.614623,0.97619,0.154472,0.0
0.00469,0.000118,0.629054,0.003115,0.458493,0.97619,0.154472,0.0
0.137826,0.000118,0.449324,0.003115,0.069741,0.97619,0.065041,0.0
0.000524,0.000308,0.402027,0.007788,0.595051,0.166667,0.674797,0.0
0.021148,0.000383,0.160473,0.008567,0.188976,0.97619,0.154472,0.0
0.015476,0.005707,0.160473,0.024922,0.188976,0.97619,0.154472,0.0
0.001543,0.00142,0.390203,0.015576,0.015748,0.02381,0.081301,0.0
0.019954,0.003437,0.160473,0.020249,0.188976,0.97619,0.154472,0.0
0.004522,0.007585,0.817568,0.022586,0.364454,0.97619,0.154472,0.0
0.015377,0.027672,0.160473,0.054517,0.188976,0.97619,0.154472,0.0
0.000664,0.009351,0.626689,0.009346,0.526434,0.571429,0.252033,0.0
0.00231,0.009738,0.728041,0.035826,0.915636,0.97619,0.658537,0.0
0.02263,0.028674,0.160473,0.05296,0.188976,0.97619,0.154472,0.0
0.002802,0.014146,0.373311,0.036604,0.374578,0.97619,0.154472,0.0
0.000951,0.040066,0.422297,0.056854,0.328459,0.619048,0.772358,0.0
0.000499,0.000625,0.734797,0.012461,0.661417,0.880952,0.04878,0.0
0.008078,0.00451,0.496622,0.024922,0.524184,0.97619,0.585366,0.0
0.130011,0.00106,0.819257,0.020249,0.055118,0.97619,0.065041,0.0
0.017782,0.033027,0.160473,0.062305,0.188976,0.97619,0.154472,0.0
0.015377,0.030888,0.160473,0.055296,0.188976,0.97619,0.154472,0.0
0.013103,0.000783,0.547297,0.014019,0.637795,0.97619,0.065041,0.0
0.015377,0.026693,0.160473,0.050623,0.188976,0.97619,0.154472,0.0
0.015377,0.027431,0.160473,0.049844,0.188976,0.97619,0.154472,0.0
0.18669,0.062661,0.201014,0.029595,0.464567,0.97619,0.243902,0.0
0.015476,0.028208,0.160473,0.051402,0.188976,0.97619,0.154472,0.0
0.018831,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.006326,0,0.722973,0,0.689539,0.97619,0.495935,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.02263,0.030003,0.160473,0.059969,0.188976,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.000089,0,0.930743,0,0.912261,0.690476,0.707317,0.0
0.001551,0,0.346284,0,0.749156,0.690476,0.707317,0.0
0.020309,0,0.967905,0,0.038245,0.285714,0.130081,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.032922,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.050827,0,0.322635,0,0.335208,0.166667,0.796748,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.022052,0,0.160473,0,0.188976,0.97619,0.154472,0.0
0.000981,0.000468,0.466216,0.009346,0.59955,0.97619,0.154472,1.0
0.000986,0.001015,0.466216,0.010903,0.6009,0.97619,0.154472,1.0
0.00099,0.000466,0.466216,0.009346,0.6009,0.97619,0.154472,1.0
0.001027,0.001838,0.466216,0.01947,0.59955,0.97619,0.154472,1.0
0.001027,0.001466,0.466216,0.017134,0.59955,0.97619,0.154472,1.0
0.004645,0.001195,0.40473,0.014019,0.474466,0.97619,0.154472,1.0
0.003875,0.003745,0.576014,0.017134,0.517435,0.97619,0.886179,1.0
0.034725,0,0.677365,0,0.15748,0.97619,0.154472,0.0
0.011175,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.011217,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.019273,0,0.125,0,0.143982,0.97619,0.065041,0.0
0.020305,0,0.908784,0,0.440945,0.97619,0.154472,0.0
0.009583,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.012232,0.000783,0.744932,0.010903,0.371204,0.97619,0.154472,0.0
0.004637,0,0.013514,0,0.625422,0.166667,0.674797,0.0
0.008143,0,0.613176,0,0.656918,0.97619,0.178862,0.0
0.010097,0,0.543919,0,0.835771,0.309524,0.03252,0.0
0.005771,0,0.483108,0,0.446569,0.047619,0.764228,0.0
0.004641,0,0.836149,0,0.399325,0.97619,0.154472,0.0
0.033592,0,0.733108,0,0.480315,0.97619,0.617886,0.0
0.007227,0.00015,0.119932,0.003894,0.12036,0.97619,0.154472,0.0
0.014529,0.000149,0.70777,0.003894,0.775028,0.97619,0.154472,0.0
0.007608,0.000118,0.119932,0.003115,0.12036,0.97619,0.154472,0.0
0.000499,0.000149,0.425676,0.003894,0.485939,0.97619,0.585366,0.0
0.017851,0.143306,0.523649,0.160436,0.593926,0.97619,0.617886,0.0
0.000354,0.000118,0.805743,0.003115,0.785152,0.97619,0.154472,0.0
0.006668,0.000312,0.22973,0.007788,0.43982,0.97619,0.154472,0.0
0.000952,0.011595,0.753378,0.021028,0.748031,0.047619,0.910569,0.0
0.005253,0.005999,0.927365,0.015576,0.851519,0.97619,0.463415,0.0
0.01439,0.007784,0.964527,0.020249,0.020247,0.97619,0.154472,0.0
0.000958,0.000988,0.608108,0.010125,0.286839,0.97619,0.154472,0.0
0.001615,0.013009,0.771959,0.01947,0.697413,0.97619,0.536585,0.0
0.000499,0.018678,0.616554,0.020249,0.834646,0.97619,0.723577,0.0
0.001622,0.057099,0.013514,0.068536,0.625422,0.166667,0.674797,0.0
0.001707,0.000789,0.236486,0.014798,0.257593,0.97619,0.154472,0.0
0.011169,0.015719,0.403716,0.028037,0.382452,0.97619,0.154472,0.0
0.097463,0.032952,0.239865,0.04595,0.949381,0.97619,0.658537,0.0
0.023473,0.001375,0.253378,0.009346,0.097863,0.97619,0.154472,0.0
0.101643,0.007776,0.564189,0.022586,0.392576,0.97619,0.536585,0.0
0.002802,0.007624,0.373311,0.042056,0.374578,0.97619,0.154472,0.0
0.002253,0.01231,0.329392,0.017913,0.925759,0.97619,0.926829,0.0
0.023662,0.002698,0.623311,0.021028,0.930259,0.97619,0.617886,0.0
0.000633,0.003281,0.003378,0.014798,0.349831,0.97619,0.845528,0.0
0.058711,0.020251,0.70777,0.028816,0.775028,0.97619,0.154472,0.0
0.002731,0,0.228041,0,0.284589,0.97619,0.585366,0.0
0.018829,0,0.856419,0,0.715411,0.97619,0.227642,0.0
0.010008,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.000958,0,0.608108,0,0.286839,0.97619,0.154472,0.0
0.00099,0.000966,0.466216,0.009346,0.6009,0.97619,0.154472,1.0
0.001032,0.001358,0.466216,0.014798,0.59955,0.97619,0.154472,1.0
0.003875,0.006061,0.576014,0.020249,0.517435,0.97619,0.886179,1.0
0.041744,0.015232,0.530405,0.021807,0.628796,0.095238,0.138211,1.0
0.000336,0.000564,0.305743,0.007788,0.303712,0.97619,0.154472,1.0
0.00049,0.00096,0.123311,0.010125,0.435321,0.97619,0.154472,0.0
0.035516,0,0.25,0,0.751406,0.97619,0.682927,0.0
0.100842,0,0.564189,0,0.392576,0.97619,0.536585,0.0
0.043951,0,0.989865,0,0.947132,0.97619,0.723577,0.0
0.000499,0,0.322635,0,0.56018,0.357143,0.97561,0.0
0.030373,0,0.900338,0,0.304837,0.97619,0.617886,0.0
0.011175,0.00006,0.119932,0.001558,0.12036,0.97619,0.154472,0.0
0.008042,0.000118,0.119932,0.003115,0.12036,0.97619,0.154472,0.0
0.001745,0.000215,0.658784,0.005452,0.501687,0.97619,0.463415,0.0
0.010882,0.000253,0.834459,0.006231,0.816648,0.97619,0.065041,0.0
0.016308,0.006695,0.603041,0.018692,0.746907,0.97619,0.227642,0.0
0.012566,0.000744,0.778716,0.009346,0.998875,0.690476,0.707317,0.0
0.013165,0.017962,0.119932,0.028816,0.12036,0.97619,0.154472,0.0
0.000433,0.008907,0.287162,0.017913,0.970754,0.97619,0.723577,0.0
0.000499,0.000648,0.349662,0.012461,0.804274,0.97619,0.341463,0.0
0.037578,0.01336,0.626689,0.029595,0.924634,0.5,0.691057,0.0
0.050215,0.016712,0.508446,0.027259,0.47919,0.97619,0.918699,0.0
0.00002,0.000204,0.866554,0.003894,0.863892,0.97619,0.065041,0.0
0.059572,0.018895,0.856419,0.041277,0.821147,0.97619,0.926829,0.0
0.001866,0.00006,0.131757,0.001558,0.219348,0.97619,0.154472,0.0
0.072089,0.001341,0.900338,0.012461,0.304837,0.97619,0.617886,0.0
0.116341,0.069288,0.483108,0.07866,0.446569,0.047619,0.764228,0.0
0.01512,0,0.875,0,0.133858,0.357143,0.414634,0.0
0.005771,0,0.483108,0,0.446569,0.047619,0.764228,0.0
0.035253,0,0.466216,0,0.457818,0.333333,0.715447,0.0
0.000995,0.000399,0.466216,0.007788,0.772328,0.97619,0.154472,1.0
0.001037,0.001441,0.466216,0.016355,0.6009,0.97619,0.154472,1.0
0.001037,0.001441,0.466216,0.016355,0.59955,0.97619,0.154472,1.0
0.000992,0.006254,0.403378,0.015576,0.887514,0.97619,0.154472,1.0
0.003875,0.006027,0.576014,0.01947,0.517435,0.97619,0.886179,1.0
0.003875,0.006123,0.576014,0.021807,0.517435,0.97619,0.886179,1.0
0.003875,0.005997,0.576014,0.018692,0.517435,0.97619,0.886179,1.0
0.003875,0.006123,0.576014,0.021807,0.517435,0.97619,0.886179,1.0
0.001378,0.002869,0.853041,0.01324,0.830146,0.97619,0.065041,1.0
0.009605,0.02198,0.241554,0.042835,0.519685,0.97619,0.227642,0.0
0.008039,0,0.170608,0,0.734533,0.452381,0.349593,0.0
0.013784,0,0.873311,0,0.339708,0.166667,0.146341,0.0
0.019819,0,0.27027,0,0.76153,0.97619,0.065041,0.0
0.011227,0,0.949324,0,0.155231,0.166667,0.674797,0.0
0.007661,0,0.636824,0,0.616423,0.166667,0.756098,0.0
0.008166,0,0.449324,0,0.069741,0.97619,0.065041,0.0
0.007225,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.018304,0,0.991554,0,0.994376,0.97619,0.154472,0.0
0.021377,0,0.814189,0,0.933633,0.97619,0.065041,0.0
0.002802,0,0.373311,0,0.374578,0.97619,0.154472,0.0
0.002318,0,0.728041,0,0.915636,0.97619,0.658537,0.0
0.011565,0.000726,0.278716,0.009346,0.24072,0.97619,0.154472,0.0
0.007897,0.00015,0.587838,0.003894,0.806524,0.97619,0.154472,0.0
0.000686,0.000297,0.043919,0.006231,0.302587,0.97619,0.325203,0.0
0.01439,0.00023,0.358108,0.005452,0.505062,0.97619,0.154472,0.0
0.004693,0.000183,0.942568,0.004673,0.753656,0.047619,0.609756,0.0
0.000499,0.000177,0.391892,0.004673,0.084364,0.97619,0.154472,0.0
0.036259,0.020261,0.621622,0.027259,0.604049,0.952381,0.878049,0.0
0.00426,0.005876,0.841216,0.02648,0.739033,0.97619,0.154472,0.0
0.029101,0.013296,0.22973,0.028037,0.43982,0.97619,0.154472,0.0
0.042256,0.000644,0.483108,0.014019,0.446569,0.047619,0.764228,0.0
0.014551,0.00508,0.376689,0.020249,0.631046,0.97619,0.300813,0.0
0.016266,0.012393,0.658784,0.016355,0.125984,0.5,0,0.0
0.013506,0.0002,0.543919,0.004673,0.694038,0.785714,0.642276,0.0
0.019419,0.039967,0.70777,0.05296,0.775028,0.97619,0.154472,0.0
0.000499,0.001723,0.241554,0.021028,0.469066,0.97619,0.154472,0.0
0.000145,0.000493,0.859797,0.006231,0.331834,0.047619,0.609756,0.0
0.004309,0,0.496622,0,0.524184,0.97619,0.585366,0.0
0.000499,0,0.168919,0,0.292463,0.97619,0.154472,0.0
0.029101,0.013189,0.22973,0.024922,0.43982,0.97619,0.154472,0.0
0.005771,0,0.483108,0,0.446569,0.047619,0.764228,0.0
0.000765,0,0.935811,0,0.880765,0.97619,0.723577,0.0
0.004981,0,0.241554,0,0.519685,0.97619,0.227642,0.0
0.000995,0.000469,0.466216,0.009346,0.6009,0.97619,0.154472,1.0
0.001037,0.001471,0.466216,0.017134,0.59955,0.97619,0.154472,1.0
0.003875,0.006091,0.576014,0.021028,0.517435,0.97619,0.886179,1.0
0.002707,0.000679,0.961149,0.009346,0.705287,0.97619,0.154472,1.0
0.003875,0.001362,0.369932,0.007009,0.491564,0.97619,0.926829,1.0
0.011629,0.004317,0.827703,0.010125,0.723285,0.97619,0.154472,1.0
0.000989,0.00006,0.206081,0.001558,0.771429,0.97619,0.154472,1.0
0.000499,0,0.733108,0,0.158605,0.97619,0.926829,0.0
0.018829,0,0.856419,0,0.715411,0.97619,0.227642,0.0
0.005771,0,0.483108,0,0.446569,0.047619,0.764228,0.0
0.002638,0,0.228041,0,0.574803,0.97619,0.926829,0.0
0.000363,0.011871,0.548986,0.014798,0.977503,0.97619,0.154472,0.0
0.008535,0,0.868243,0,0.845894,0.97619,0.243902,0.0
0.006286,0,0.722973,0,0.673791,0.97619,0.154472,0.0
0.009045,0.001467,0.8125,0.016355,0.951631,0.357143,0.731707,0.0
0.017321,0.000118,0.733108,0.003115,0.619798,0.97619,0.154472,0.0
0.151251,0.00039,0.119932,0.009346,0.12036,0.97619,0.154472,0.0
0.000499,0.021443,0.152027,0.030374,0.146232,0.97619,0.154472,0.0
0.02016,0.000217,0.991554,0.005452,0.994376,0.97619,0.154472,0.0
0.030379,0.000178,0.003378,0.004673,0.732283,0.97619,0.065041,0.0
0.142908,0.000244,0.119932,0.006231,0.12036,0.97619,0.154472,0.0
0.036259,0.020358,0.621622,0.028816,0.604049,0.952381,0.878049,0.0
0.000599,0.071488,0.694257,0.083333,0.23622,0.97619,0.154472,0.0
0.017408,0.056933,0.554054,0.055296,0.492688,0.97619,0.065041,0.0
0.010387,0.004763,0.984797,0.024143,0.663667,0.97619,0.154472,0.0
0.008707,0.001063,0.530405,0.009346,0.554556,0.97619,0.154472,0.0
0.000499,0.000963,0.277027,0.01324,0.592801,0.97619,0.154472,0.0
0.168705,0.007005,0.97973,0.016355,0.044994,0.166667,0.756098,0.0
0.059252,0.002954,0.733108,0.018692,0.480315,0.97619,0.617886,0.0
0.000499,0.009776,0.616554,0.015576,0.834646,0.97619,0.723577,0.0
0.000765,0.021752,0.614865,0.038941,0.091114,0.357143,0.414634,0.0
0.031716,0.030804,0.70777,0.055296,0.775028,0.97619,0.154472,0.0
0.015801,0,0.912162,0,0.389201,0.97619,0.227642,0.0
0.011065,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.007418,0,0.817568,0,0.710911,0.97619,0.178862,0.0
0.003875,0.004766,0.576014,0.018692,0.517435,0.97619,0.886179,1.0
0.012659,0,0.447635,0,0.793026,0.97619,0.178862,0.0
0.002982,0,0.329392,0,0.925759,0.97619,0.926829,0.0
0.000514,0,0.440203,0,0.383127,0.97619,0.154472,0.0
0.000976,0,0.608108,0,0.286839,0.97619,0.154472,0.0
0.011175,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.026584,0,0.849662,0,0.244094,0.97619,0.617886,0.0
0.000499,0,0.616554,0,0.834646,0.97619,0.723577,0.0
0.001032,0.013012,0.329392,0.017913,0.925759,0.97619,0.926829,0.0
0.004183,0.000467,0.842905,0.010125,0.394826,0.047619,0.764228,0.0
0.002327,0.000294,0.728041,0.006231,0.915636,0.97619,0.658537,0.0
0.002802,0.000213,0.373311,0.005452,0.374578,0.97619,0.154472,0.0
0.070785,0.000262,0.5,0.006231,0.99775,0.166667,0.674797,0.0
0.142652,0.000149,0.119932,0.003894,0.12036,0.97619,0.154472,0.0
0.012579,0.000471,0.351351,0.011682,0.100112,0.97619,0.065041,0.0
0.000017,0.023267,0.716216,0.03271,0.142857,0.97619,0.926829,0.0
0.000499,0.003473,0.246622,0.025701,0.822272,0.97619,0.886179,0.0
0.017744,0.018558,0.119932,0.037383,0.12036,0.97619,0.154472,0.0
0.017744,0.019701,0.119932,0.031931,0.12036,0.97619,0.154472,0.0
0.068456,0.138224,0.5,0.137072,0.99775,0.166667,0.674797,0.0
0.000521,0.002852,0.523311,0.009346,0.631721,0.97619,0.154472,0.0
0.000531,0.007719,0.08277,0.012461,0.048369,0.97619,0.227642,0.0
0.001038,0.00438,0.984797,0.015576,0.663667,0.97619,0.154472,0.0
0.008057,0.001759,0.856419,0.01947,0.715411,0.97619,0.227642,0.0
0.039776,0.058439,0.878378,0.061526,0.536558,0.97619,0.154472,0.0
0.034389,0.007415,0.856419,0.01947,0.821147,0.97619,0.926829,0.0
0.006958,0.00067,0.45777,0.006231,0.841395,0.333333,0.715447,0.0
0.002312,0.011139,0.728041,0.041277,0.915636,0.97619,0.658537,0.0
0.015707,0.009365,0.001689,0.017913,0.646794,0.97619,0.617886,0.0
0.000554,0.005177,0.594595,0.017913,0.547807,0.97619,0.178862,0.0
0.025452,0.000691,0.805743,0.011682,0.957255,0.97619,0.154472,0.0
0.058277,0.015442,0.856419,0.016355,0.821147,0.97619,0.926829,0.0
0.01039,0.004505,0.984797,0.017913,0.663667,0.97619,0.154472,0.0
0.014325,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.000499,0,0.258446,0,0.260967,0.166667,0.674797,0.0
0.000499,0,0.277027,0,0.592801,0.97619,0.154472,0.0
0.003913,0.00024,0.77027,0.004673,0.993251,0.97619,0.154472,1.0
0.000502,0.003714,0.442568,0.007788,0.671541,0.97619,0.154472,0.0
0.015823,0,0.339527,0,0.298088,0.97619,0.512195,0.0
0.010393,0,0.984797,0,0.663667,0.97619,0.154472,0.0
0.006326,0,0.722973,0,0.689539,0.97619,0.495935,0.0
0.001918,0,0.893581,0,0.755906,0.97619,0.227642,0.0
0.009648,0,0.256757,0,0.340832,0.97619,0.154472,0.0
0.001918,0,0.277027,0,0.130484,0.97619,0.186992,0.0
0.013099,0,0.277027,0,0.988751,0.97619,0.065041,0.0
0.000285,0,0.981419,0,0.686164,0.97619,0.495935,0.0
0.007338,0,0.410473,0,0.20135,0.97619,0.065041,0.0
0.000499,0,0.055743,0,0.626547,0.97619,0.154472,0.0
0.000562,0,0.596284,0,0.136108,0.97619,0.065041,0.0
0.011065,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.004685,0.002389,0.836149,0.01324,0.399325,0.97619,0.154472,0.0
0.063991,0.000231,0.913851,0.004673,0.042745,0.97619,0.617886,0.0
0.017903,0.000391,0.993243,0.009346,0.941507,0.97619,0.528455,0.0
0.00006,0.000281,0.474662,0.005452,0.629921,0.642857,0.642276,0.0
0.068458,0.237044,0.5,0.204829,0.99775,0.166667,0.674797,0.0
0.013165,0.01895,0.119932,0.041277,0.12036,0.97619,0.154472,0.0
0.000348,0.039931,0.668919,0.035826,0.659168,0.97619,0.536585,0.0
0.000334,0.008928,0.523649,0.014798,0.661192,0.97619,0.154472,0.0
0.019049,0.007738,0.805743,0.02648,0.957255,0.97619,0.154472,0.0
0.017782,0.01888,0.119932,0.043614,0.12036,0.97619,0.154472,0.0
0.007231,0.041085,0.119932,0.042056,0.12036,0.97619,0.154472,0.0
0.00098,0.019443,0.608108,0.03972,0.286839,0.97619,0.154472,0.0
0.000294,0.00009,0.302365,0.002336,0.101237,0.047619,0.910569,0.0
0.036612,0.012933,0.116554,0.01947,0.948256,0.97619,0.495935,0.0
0.023021,0.005892,0.846284,0.017134,0.551181,0.97619,0.617886,0.0
0.00663,0.039942,0.483108,0.050623,0.446569,0.047619,0.764228,0.0
0.000499,0.005675,0.246622,0.025701,0.822272,0.97619,0.886179,0.0
0.017744,0.018099,0.119932,0.030374,0.12036,0.97619,0.154472,0.0
0.006152,0.017961,0.876689,0.027259,0.249719,0.97619,0.926829,0.0
0.002257,0.000528,0.444257,0.008567,0.393701,0.97619,0.926829,0.0
0.017015,0.004663,0.025338,0.017913,0.888639,0.97619,0.926829,0.0
0.014161,0.000744,0.817568,0.008567,0.802025,0.97619,0.617886,0.0
0.010104,0,0.472973,0,0.695163,0.166667,0.674797,0.0
0.006688,0,0.807432,0,0.703037,0.642857,0.626016,0.0
0.01039,0,0.984797,0,0.663667,0.97619,0.154472,0.0
0.011065,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.022719,0,0.690878,0,0.305962,0.97619,0.154472,0.0
0.001,0.00152,0.466216,0.010903,0.6009,0.97619,0.154472,1.0
0.00034,0.000613,0.900338,0.007788,0.874016,0.97619,0.154472,1.0
0.010458,0.040182,0.722973,0.05919,0.673791,0.97619,0.154472,0.0
0.011065,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.000356,0,0.516892,0,0.467942,0.97619,0.154472,0.0
0.037649,0,0.746622,0,0.64297,0.97619,0.154472,0.0
0.000017,0,0.716216,0,0.142857,0.97619,0.926829,0.0
0.007236,0.018474,0.119932,0.042056,0.12036,0.97619,0.154472,0.0
0.003686,0.008531,0.472973,0.027259,0.285714,0.97619,0.617886,0.0
0.0499,0,0.993243,0,0.941507,0.97619,0.528455,0.0
0.000032,0,0.248311,0,0.141732,0.97619,0.918699,0.0
0.002849,0,0.295608,0,0.426322,0.97619,0.065041,0.0
0.033592,0,0.733108,0,0.480315,0.97619,0.617886,0.0
